chrom	start	end	coverage	sample
SRX17852075	12000	12200	1794.33	SRX17852075
SRX17852075	12200	12400	2559.68	SRX17852075
SRX17852075	12400	12600	3625.9	SRX17852075
SRX17852075	12600	12800	1038.32	SRX17852075
SRX17852075	12800	13000	1460.89	SRX17852075
SRX17852075	13000	13200	2507.21	SRX17852075
SRX17852075	13200	13400	1906.58	SRX17852075
SRX17852075	13400	13600	2183.99	SRX17852075
SRX17852075	13600	13800	4301.1	SRX17852075
SRX17852075	13800	14000	2676.3	SRX17852075
SRX17852075	14000	14200	1484.55	SRX17852075
SRX17852075	14200	14400	1591.17	SRX17852075
SRX17852075	14400	14600	2246.49	SRX17852075
SRX17852075	14600	14800	1409.45	SRX17852075
SRX17852075	14800	15000	1321.91	SRX17852075
SRX17852075	15000	15200	382.66	SRX17852075
SRX17852075	15200	15400	531.17	SRX17852075
SRX17852075	15400	15600	840.43	SRX17852075
SRX17852075	15600	15800	2488.37	SRX17852075
SRX17852075	15800	16000	1749.21	SRX17852075
SRX17852075	16000	16200	2327.41	SRX17852075
SRX17852075	16200	16400	2495.35	SRX17852075
SRX17852075	16400	16600	2629.7	SRX17852075
SRX17852075	16600	16800	2336.08	SRX17852075
SRX17852075	16800	17000	2220.46	SRX17852075
SRX17852075	17000	17200	1729.53	SRX17852075
SRX17852075	17200	17400	1315.52	SRX17852075
SRX17852075	17400	17600	1625.52	SRX17852075
SRX17852075	17600	17800	1583.35	SRX17852075
SRX17852075	17800	18000	1883.32	SRX17852075
SRX17852075	18000	18200	1379.6	SRX17852075
SRX17852075	18200	18400	1533.34	SRX17852075
SRX17852075	18400	18600	2326.7	SRX17852075
SRX17852075	18600	18800	1654.12	SRX17852075
SRX17852075	18800	19000	1676.22	SRX17852075
SRX17852075	19000	19200	2630.76	SRX17852075
SRX17852075	19200	19400	2703.15	SRX17852075
SRX17852075	19400	19600	1948.25	SRX17852075
SRX17852075	19600	19800	955.47	SRX17852075
SRX17852075	19800	20000	546.89	SRX17852075
SRX17852075	20000	20200	1247.13	SRX17852075
SRX17852075	20200	20400	3078.3	SRX17852075
SRX17852075	20400	20600	1208.01	SRX17852075
SRX17852075	20600	20800	1044.12	SRX17852075
SRX17852075	20800	21000	2057.51	SRX17852075
SRX17852075	21000	21200	1586.03	SRX17852075
SRX17852075	21200	21400	1536.73	SRX17852075
SRX17852075	21400	21600	2196.55	SRX17852075
SRX17852075	21600	21800	2191.08	SRX17852075
SRX17852075	21800	22000	901	SRX17852075
SRX17852075	22000	22200	919.47	SRX17852075
SRX17852075	22200	22400	290.79	SRX17852075
SRX17852075	22400	22600	638.32	SRX17852075
SRX17852075	22600	22800	780.92	SRX17852075
SRX17852075	22800	23000	1654.9	SRX17852075
SRX17852075	23000	23200	2736.94	SRX17852075
SRX17852075	23200	23400	2401.82	SRX17852075
SRX17852075	23400	23600	2326.24	SRX17852075
SRX17852075	23600	23800	172.06	SRX17852075
SRX17852075	23800	24000	757.29	SRX17852075
SRX17852075	24000	24200	1638.89	SRX17852075
SRX17852075	24200	24400	2574.95	SRX17852075
SRX17852075	24400	24600	2418.39	SRX17852075
SRX17852075	24600	24800	1777.69	SRX17852075
SRX17852075	24800	25000	1326.68	SRX17852075
SRX17852075	25000	25200	1632.48	SRX17852075
SRX17852075	25200	25400	3105.78	SRX17852075
SRX17852075	25400	25600	3520.72	SRX17852075
SRX17852075	25600	25800	1749.89	SRX17852075
SRX17852075	25800	26000	1394.18	SRX17852075
SRX17852075	26000	26200	3012.03	SRX17852075
SRX17852075	26200	26400	1537.95	SRX17852075
SRX17852075	26400	26600	257.19	SRX17852075
SRX17852075	26600	26800	2005.67	SRX17852075
SRX17852075	26800	27000	1747.22	SRX17852075
SRX17852075	27000	27200	1031.99	SRX17852075
SRX17852075	27200	27400	3165.86	SRX17852075
SRX17852075	27400	27600	2109.9	SRX17852075
SRX17852075	27600	27800	1406.81	SRX17852075
SRX17852075	27800	28000	1023.81	SRX17852075
SRX17852075	28000	28200	1184.73	SRX17852075
SRX17852075	28200	28400	2479.23	SRX17852075
SRX17852075	28400	28600	1949.25	SRX17852075
SRX17852075	28600	28800	2467.03	SRX17852075
SRX17852075	28800	29000	802.03	SRX17852075
SRX17852075	29000	29200	304.39	SRX17852075
SRX17852075	29200	29400	1933.46	SRX17852075
SRX17852075	29400	29600	1378.16	SRX17852075
SRX17852075	29600	29800	1562.58	SRX17852075
SRX17852075	29800	29903	274.44	SRX17852075
