chrom	start	end	coverage	sample
SRX17852072	26400	26600	186.2	SRX17852072
SRX17852072	26600	26800	1425.46	SRX17852072
SRX17852072	26800	27000	1182.78	SRX17852072
SRX17852072	27000	27200	531.52	SRX17852072
SRX17852072	27200	27400	2222.79	SRX17852072
SRX17852072	27400	27600	1501.57	SRX17852072
SRX17852072	27600	27800	903	SRX17852072
SRX17852072	27800	28000	805.75	SRX17852072
SRX17852072	28000	28200	820.34	SRX17852072
SRX17852072	28200	28400	1758.07	SRX17852072
SRX17852072	28400	28600	1464.58	SRX17852072
SRX17852072	28600	28800	1803.4	SRX17852072
SRX17852072	28800	29000	592.41	SRX17852072
SRX17852072	29000	29200	238.67	SRX17852072
SRX17852072	29200	29400	1453.32	SRX17852072
SRX17852072	29400	29600	1039.12	SRX17852072
SRX17852072	29600	29800	1179.61	SRX17852072
SRX17852072	29800	29903	207.61	SRX17852072
